LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr23	9867484	9889834	+	LL0000040240	slc16a7	solute carrier family 16 member 7	ENSDARG00000021573.8	641419	ZDB-GENE-051113-248	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	53599551	53624765	-	LL0000040241	slc25a29	solute carrier family 25 member 29	ENSDARG00000057352.8	569608	ZDB-GENE-050913-70	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	703784	722583	-	LL0000040242	slc25a29b	see annotation note	ENSDARG00000098849.3	100329459		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chrUn_KN149816v1	5190	10128	-	LL0000040243	slc39a3	solute carrier family 39 member 3	ENSDARG00000101434.2	792986	ZDB-GENE-060315-9	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chrUn_KN150583v1	1147	1434	-	LL0000040244	slc39a3	solute carrier family 39 member 3	ENSDARG00000101434.2	792986	ZDB-GENE-060315-9	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chr10	44811701	44901444	+	LL0000040245	slc4a5b	solute carrier family 4 member 5b	ENSDARG00000104387.2	100006379	ZDB-GENE-091112-19	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr24	40680154	40700596	-	LL0000040246	smyhc2	slow myosin heavy chain 2	ENSDARG00000103969.2	100124599	ZDB-GENE-070822-12	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	25009368	25065922	-	LL0000040247	socs5a	suppressor of cytokine signaling 5a	ENSDARG00000100717.2	768142	ZDB-GENE-061013-408	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	41223205	41229787	-	LL0000040248	synpr	synaptoporin	ENSDARG00000044278.6	368919	ZDB-GENE-030616-625	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	9305833	9315811	+	LL0000040249	taco1	translational activator of mitochondrially encoded cytochrome c oxidase I	ENSDARG00000062943.6	570857	ZDB-GENE-070410-35	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	37820991	37827383	+	LL0000040250	tatdn3	TatD DNase domain containing 3	ENSDARG00000054076.6	553592	ZDB-GENE-050522-192	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	53321879	53361108	+	LL0000040251	tbc1d9a	see annotation note	ENSDARG00000059900.8	563578	ZDB-GENE-060810-33	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr14	1364723	1393194	+	LL0000040252	tbc1d9b	"TBC1 domain family member 9B, transcript variant X2"	ENSDARG00000043627.7	100332046	ZDB-GENE-060810-33	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr21	25634133	25648163	+	LL0000040253	tmem151a	transmembrane protein 151A	ENSDARG00000079908.5	101882069	ZDB-GENE-091118-118		Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	21787284	21807525	+	LL0000040254	tmem88b	transmembrane protein 88 b	ENSDARG00000069388.6	100004517	ZDB-GENE-060929-644	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	18807007	18839529	+	LL0000040255	tnpo2	"transportin 2 (importin 3, karyopherin beta 2b)"	ENSDARG00000038239.4	445499	ZDB-GENE-040822-16	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	62091299	62125754	-	LL0000040256	tom1l2a	see annotation note	ENSDARG00000056394.6	100535615		geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr12	18376671	18408645	-	LL0000040257	tom1l2b	see annotation note	ENSDARG00000009217.12	560327	ZDB-GENE-061013-3	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr9	52837793	52929785	-	LL0000040258	trpm2	"transient receptor potential cation channel, subfamily M, member 2"	ENSDARG00000101641.2	799412	ZDB-GENE-061214-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	52817597	52843630	+	LL0000040259	trpm2-as	see annotation note					multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chrUn_KN149873v1	2	958	-	LL0000040260	ttc8	tetratricopeptide repeat domain 8	ENSDARG00000099481.2	678551	ZDB-GENE-030131-8846	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chrUn_KN149874v1	12	3620	-	LL0000040261	ttc8	tetratricopeptide repeat domain 8	ENSDARG00000099481.2	678551	ZDB-GENE-030131-8846	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	24357232	24364826	-	LL0000040262	txn	thioredoxin	ENSDARG00000044125.3	436734	ZDB-GENE-040718-162	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	35304975	35332948	-	LL0000040263	ublcp1	ubiquitin-like domain containing CTD phosphatase 1	ENSDARG00000044492.7	792145	ZDB-GENE-040718-3	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	1389787	1402828	-	LL0000040264	wbp11	WW domain binding protein 11	ENSDARG00000101411.2	110437720	ZDB-GENE-040426-1829	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	28418485	28434078	-	LL0000040265	wdr21	WD repeat domain 21	ENSDARG00000110654.1	393674	ZDB-GENE-040109-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chrUn_KN150491v1	2818	6701	-	LL0000040266	wu:fc33b09	wu:fc33b09	ENSDARG00000104246.2	324574	ZDB-GENE-030131-3295	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr22	268160	282806	-	LL0000040267	wu:fd14a01	wu:fd14a01	ENSDARG00000102414.2	100008376	ZDB-GENE-030131-5336	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr9	711639	715241	+	LL0000040268	ybey	ybeY metalloendoribonuclease	ENSDARG00000011999.8	321718	ZDB-GENE-030131-437	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	2892448	2945020	-	LL0000040269	zak	sterile alpha motif and leucine zipper containing kinase AZK	ENSDARG00000006978.12	559247	ZDB-GENE-070912-386	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	64739058	64774442	-	LL0000040270	zdhhc21	zinc finger DHHC-type palmitoyltransferase 21	ENSDARG00000110709.1	100144560	ZDB-GENE-080401-2	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chrUn_KN150384v1	17783	20879	+	LL0000040271	zdhhc21	zinc finger DHHC-type palmitoyltransferase 21	ENSDARG00000110709.1	100144560	ZDB-GENE-080401-2	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chr19	18417094	18419932	-	LL0000040272	zgc:112966	zgc:112966	ENSDARG00000101612.2	541433	ZDB-GENE-050320-137	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	43869777	43873202	+	LL0000040273	zgc:112966	zgc:112966	ENSDARG00000095369.3	541433	ZDB-GENE-050320-137	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	39124659	39125382	-	LL0000040274	zgc:113516	zgc:113516		541449	ZDB-GENE-050320-154	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	no overlapping transcript based on gffcompare
chrUn_KZ115968v1	3679	4678	-	LL0000040275	zgc:113516	zgc:113516		541449	ZDB-GENE-050320-154	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	no overlapping transcript based on gffcompare
chr25	35150524	35150933	-	LL0000040276	zgc:113984	zgc:113984	ENSDARG00000115644.1	573997	ZDB-GENE-050626-82	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	36328525	36329005	+	LL0000040277	hist1h2a4	histone cluster 1 H2A family member 4	ENSDARG00000051736.3	606720	ZDB-GENE-050731-6	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	192117	196950	+	LL0000040278	zgc:114188	zgc:114188	ENSDARG00000046157.9	541327	ZDB-GENE-050320-15	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	27429873	27430247	+	LL0000040279	zgc:153409	zgc:153409	ENSDARG00000061547.5	767650	ZDB-GENE-060929-224	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	25312388	25384792	-	LL0000040280	zgc:153916	zgc:153916	ENSDARG00000101293.2	567134	ZDB-GENE-061013-393	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr21	40786805	40799404	-	LL0000040281	zgc:162239	zgc:162239	ENSDARG00000019651.11	558037	ZDB-GENE-070424-28	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chrUn_KN149809v1	824	1472	-	LL0000040282	zgc:162239	zgc:162239	ENSDARG00000019651.11	558037	ZDB-GENE-070424-28	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import based on gene abbreviation ONLY; may conflict with gene coordinates
chr7	5959204	5959818	+	LL0000040283	zgc:163040	zgc:163040	ENSDARG00000101249.3	100038789	ZDB-GENE-070424-79	"exact transcript match; abbrev conflict, less than 50% gene coordinate overlap"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	5959222	5968991	+	LL0000040284	zgc:163040	zgc:163040	ENSDARG00000099920.3	100038789	ZDB-GENE-070424-79	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chrUn_KN149739v1	32800	45015	-	LL0000040285	zgc:165507	zgc:165507	ENSDARG00000098258.2	561188	ZDB-GENE-070620-11	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr25	35065803	35066113	+	LL0000040286	zgc:165555	zgc:165555	ENSDARG00000112954.1	100004395	ZDB-GENE-070620-17	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr25	36315128	36315438	+	LL0000040287	zgc:165555	zgc:165555	ENSDARG00000111494.1	100004395	ZDB-GENE-070620-17	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6438123	6438544	-	LL0000040288	zgc:165555	zgc:165555	ENSDARG00000105482.2	100004395	ZDB-GENE-070620-17	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr7	6460426	6460821	-	LL0000040289	zgc:165555	zgc:165555	ENSDARG00000105409.2	100004395	ZDB-GENE-070620-17	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%
chr8	53344192	53381924	+	LL0000040290	zgc:171572	zgc:171572	ENSDARG00000098215.2	100330881	ZDB-GENE-080219-47	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import by transcript match; but abbreviation conflict and limited gene overlap; may be complex gene structure or incorrect Ensembl assignment
chr25	35067319	35067692	+	LL0000040291	zgc:171759	zgc:171759	ENSDARG00000111964.1		ZDB-GENE-071004-32		Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	334628	349921	+	LL0000040292	zgc:171929	zgc:171929	ENSDARG00000100197.2	100124596	ZDB-GENE-070820-19	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
